,file,line,column,category,name,msg,note,cwe,context,helpuri,tool,severity,defaultlevel,level,suggestion,fingerprint,toolversion,ruleid
99,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,37.0,17,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,static unsigned char rxbuf[2048];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
100,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,90.0,12,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,"  unsigned char buf[BUFSIZE], outbuf[HCOLS];",https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
101,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,162.0,8,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",nan,CWE-362,"  fd = open(device, O_RDWR | O_NOCTTY | O_NDELAY | O_DIRECT | O_SYNC );",https://cwe.mitre.org/data/definitions/362.html,FlawFinder,,,,,,,
102,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,138.0,5,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,nan,CWE-126,	if(strlen(&argv[index][2]) == 0) {,https://cwe.mitre.org/data/definitions/126.html,FlawFinder,,,,,,,
103,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,226.0,15,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",nan,"CWE-120, CWE-20","      int n = read(fileno(stdin), buf, sizeof(buf));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
104,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,246.0,8,obsolete,usleep,"This C routine is considered obsolete (as opposed to the shell command by the same name).   The interaction of this function with SIGALRM and other timer functions such as sleep(), alarm(), setitimer(), and nanosleep() is unspecified (CWE-676).",Use nanosleep(2) or setitimer(2) instead.,CWE-676,	      usleep(6000);,https://cwe.mitre.org/data/definitions/676.html,FlawFinder,,,,,,,
105,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,257.0,21,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",nan,"CWE-120, CWE-20","      int i, j, n = read(fd, buf, sizeof(buf));",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
106,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
107,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
108,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
109,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
110,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
111,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
112,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
113,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
114,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
115,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
116,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
