,cyclomatic_complexity,nloc,token_count,name,long_name,start_line,end_line,filename,code,fun_name,content,is_vul,cwe
30,3,11,95,uip_netif_addr_autoconf_set,"uip_netif_addr_autoconf_set( uip_ipaddr_t * ipaddr , uip_lladdr_t * lladdr)",28,49,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_autoconf_set( uip_ipaddr_t * ipaddr , uip_lladdr_t * lladdr){
  /* We consider only links with IEEE EUI-64 identifier or
     IEEE 48-bit MAC addresses */
#if (UIP_LLADDR_LEN == 8)
  memcpy(ipaddr->u8 + 8, lladdr, UIP_LLADDR_LEN);
  ipaddr->u8[8] ^= 0x02;
#elif (UIP_LLADDR_LEN == 6)
  memcpy(ipaddr->u8 + 8, lladdr, 3);
  ipaddr->u8[11] = 0xff;
  ipaddr->u8[12] = 0xfe;
  memcpy(ipaddr->u8 + 13, lladdr + 3, 3);
  ipaddr->u8[8] ^= 0x02;
#else
  /*
    UIP_LOG(""CAN NOT BUIL INTERFACE IDENTIFIER"");
    UIP_LOG(""THE STACK IS GOING TO SHUT DOWN"");
    UIP_LOG(""THE HOST WILL BE UNREACHABLE"");
  */
  exit(-1);
#endif
}
",uip_netif_addr_autoconf_set,,True,['CWE-120']
31,3,11,95,uip_netif_addr_autoconf_set,"uip_netif_addr_autoconf_set( uip_ipaddr_t * ipaddr , uip_lladdr_t * lladdr)",28,49,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_autoconf_set( uip_ipaddr_t * ipaddr , uip_lladdr_t * lladdr){
  /* We consider only links with IEEE EUI-64 identifier or
     IEEE 48-bit MAC addresses */
#if (UIP_LLADDR_LEN == 8)
  memcpy(ipaddr->u8 + 8, lladdr, UIP_LLADDR_LEN);
  ipaddr->u8[8] ^= 0x02;
#elif (UIP_LLADDR_LEN == 6)
  memcpy(ipaddr->u8 + 8, lladdr, 3);
  ipaddr->u8[11] = 0xff;
  ipaddr->u8[12] = 0xfe;
  memcpy(ipaddr->u8 + 13, lladdr + 3, 3);
  ipaddr->u8[8] ^= 0x02;
#else
  /*
    UIP_LOG(""CAN NOT BUIL INTERFACE IDENTIFIER"");
    UIP_LOG(""THE STACK IS GOING TO SHUT DOWN"");
    UIP_LOG(""THE HOST WILL BE UNREACHABLE"");
  */
  exit(-1);
#endif
}
",uip_netif_addr_autoconf_set,,True,['CWE-120']
32,1,4,18,uip_netif_addr_add,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)",52,55,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)		   unsigned long vlifetime, uip_netif_type type)
{
}
",uip_netif_addr_add,,False,benign
33,1,4,18,uip_netif_addr_add,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)",52,55,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)		   unsigned long vlifetime, uip_netif_type type)
{
}
",uip_netif_addr_add,,False,benign
34,1,4,18,uip_netif_addr_add,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)",52,55,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)		   unsigned long vlifetime, uip_netif_type type)
{
}
",uip_netif_addr_add,,False,benign
35,1,4,18,uip_netif_addr_add,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)",52,55,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_netif_addr_add( uip_ipaddr_t * ipaddr , u8_t length , unsigned long vlifetime , uip_netif_type type)		   unsigned long vlifetime, uip_netif_type type)
{
}
",uip_netif_addr_add,,False,benign
36,5,24,124,chksum,"chksum( u16_t sum , const u8_t * data , u16_t len)",59,87,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"chksum( u16_t sum , const u8_t * data , u16_t len){
  u16_t t;
  const u8_t *dataptr;
  const u8_t *last_byte;

  dataptr = data;
  last_byte = data + len - 1;

  while(dataptr < last_byte) {   /* At least two more bytes */
    t = (dataptr[0] << 8) + dataptr[1];
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
    dataptr += 2;
  }

  if(dataptr == last_byte) {
    t = (dataptr[0] << 8) + 0;
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
  }

  /* Return sum in host byte order. */
  return sum;
}
",chksum,,True,unknown_vul
37,5,24,124,chksum,"chksum( u16_t sum , const u8_t * data , u16_t len)",59,87,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"chksum( u16_t sum , const u8_t * data , u16_t len){
  u16_t t;
  const u8_t *dataptr;
  const u8_t *last_byte;

  dataptr = data;
  last_byte = data + len - 1;

  while(dataptr < last_byte) {   /* At least two more bytes */
    t = (dataptr[0] << 8) + dataptr[1];
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
    dataptr += 2;
  }

  if(dataptr == last_byte) {
    t = (dataptr[0] << 8) + 0;
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
  }

  /* Return sum in host byte order. */
  return sum;
}
",chksum,,True,unknown_vul
38,5,24,124,chksum,"chksum( u16_t sum , const u8_t * data , u16_t len)",59,87,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"chksum( u16_t sum , const u8_t * data , u16_t len){
  u16_t t;
  const u8_t *dataptr;
  const u8_t *last_byte;

  dataptr = data;
  last_byte = data + len - 1;

  while(dataptr < last_byte) {   /* At least two more bytes */
    t = (dataptr[0] << 8) + dataptr[1];
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
    dataptr += 2;
  }

  if(dataptr == last_byte) {
    t = (dataptr[0] << 8) + 0;
    sum += t;
    if(sum < t) {
      sum++;      /* carry */
    }
  }

  /* Return sum in host byte order. */
  return sum;
}
",chksum,,True,unknown_vul
39,2,11,101,upper_layer_chksum,upper_layer_chksum( u8_t proto),90,108,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"upper_layer_chksum( u8_t proto){
  u16_t upper_layer_len;
  u16_t sum;

  upper_layer_len = (((u16_t)(UIP_IP_BUF->len[0]) << 8) + UIP_IP_BUF->len[1]) ;

  /* First sum pseudoheader. */
  /* IP protocol and length fields. This addition cannot carry. */
  sum = upper_layer_len + proto;
  /* Sum IP source and destination addresses. */
  sum = chksum(sum, (u8_t *)&UIP_IP_BUF->srcipaddr, 2 * sizeof(uip_ipaddr_t));

  /* Sum TCP header and data. */
  sum = chksum(sum, &uip_buf[UIP_IPH_LEN + UIP_LLH_LEN],
               upper_layer_len);

  return (sum == 0) ? 0xffff : htons(sum);
}
",upper_layer_chksum,,True,unknown_vul
40,1,4,12,uip_icmp6chksum,uip_icmp6chksum( void),112,115,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,"uip_icmp6chksum( void){
  return upper_layer_chksum(UIP_PROTO_ICMP6);
}
",uip_icmp6chksum,,False,benign
41,2,8,29,tcpip_output,tcpip_output( uip_lladdr_t * a),61,71,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"tcpip_output( uip_lladdr_t * a){
  if(outputfunc != NULL) {
    outputfunc(a);
    /*    printf(""pppp o %u tx %u rx %u\n"", UIP_IP_BUF->proto,
	   packetbuf_attr(PACKETBUF_ATTR_TRANSMIT_TIME),
	   packetbuf_attr(PACKETBUF_ATTR_LISTEN_TIME));*/
    leds_invert(LEDS_GREEN);
  }
  return 0;
}
",tcpip_output,,True,unknown_vul
42,1,3,6,tcpip_ipv6_output,tcpip_ipv6_output( void),73,75,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"tcpip_ipv6_output( void){
}
",tcpip_ipv6_output,,False,benign
43,1,4,18,tcpip_set_outputfunc,tcpip_set_outputfunc( uint8_t(*f)(uip_lladdr_t*)),77,80,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"tcpip_set_outputfunc( uint8_t(*f)(uip_lladdr_t*)){
  outputfunc = f;
}
",tcpip_set_outputfunc,,True,unknown_vul
44,1,5,18,PROCESS_THREAD,"PROCESS_THREAD( tcpip_process , ev , data)",81,85,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( tcpip_process , ev , data){
  PROCESS_BEGIN();
  PROCESS_END();
}
",PROCESS_THREAD,,False,benign
45,1,5,18,PROCESS_THREAD,"PROCESS_THREAD( tcpip_process , ev , data)",81,85,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( tcpip_process , ev , data){
  PROCESS_BEGIN();
  PROCESS_END();
}
",PROCESS_THREAD,,False,benign
46,1,5,18,PROCESS_THREAD,"PROCESS_THREAD( tcpip_process , ev , data)",81,85,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( tcpip_process , ev , data){
  PROCESS_BEGIN();
  PROCESS_END();
}
",PROCESS_THREAD,,False,benign
47,3,11,42,tcpip_input,tcpip_input( void),89,102,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"tcpip_input( void){
  if(uip_len > 0) {
    mac_LowpanToEthernet();
    if(uip_len > 0) {
      /*      printf(""pppp i %u tx %u rx %u\n"", UIP_IP_BUF->proto,
	     packetbuf_attr(PACKETBUF_ATTR_TRANSMIT_TIME),
	     packetbuf_attr(PACKETBUF_ATTR_LISTEN_TIME));*/
      slip_write(uip_buf, uip_len);
      leds_invert(LEDS_RED);
      uip_len = 0;
    }
  }
}
",tcpip_input,,True,unknown_vul
48,1,5,24,slip_tcpip_input,slip_tcpip_input( void),106,111,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"slip_tcpip_input( void){
  /* TODO Should fix this in slip configuration */
  memmove(uip_buf, &uip_buf[UIP_LLH_LEN], uip_len);
  mac_ethernetToLowpan(uip_buf);
}
",slip_tcpip_input,,True,['CWE-788']
49,1,4,11,slip_activity,slip_activity( void),114,117,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"slip_activity( void){
  leds_invert(LEDS_BLUE);
}
",slip_activity,,False,benign
50,1,11,53,PROCESS_THREAD,"PROCESS_THREAD( uip6_bridge , ev , data)",119,133,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( uip6_bridge , ev , data){
  PROCESS_BEGIN();

  printf(""Setting up SLIP\n"");

  mac_ethernetSetup();

  slip_arch_init(BAUD2UBR(115200));
  slip_set_input_callback(slip_activity);
  slip_set_tcpip_input_callback(slip_tcpip_input);
  process_start(&slip_process, NULL);

  PROCESS_END();
}
",PROCESS_THREAD,,True,unknown_vul
51,1,11,53,PROCESS_THREAD,"PROCESS_THREAD( uip6_bridge , ev , data)",119,133,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( uip6_bridge , ev , data){
  PROCESS_BEGIN();

  printf(""Setting up SLIP\n"");

  mac_ethernetSetup();

  slip_arch_init(BAUD2UBR(115200));
  slip_set_input_callback(slip_activity);
  slip_set_tcpip_input_callback(slip_tcpip_input);
  process_start(&slip_process, NULL);

  PROCESS_END();
}
",PROCESS_THREAD,,True,unknown_vul
52,1,11,53,PROCESS_THREAD,"PROCESS_THREAD( uip6_bridge , ev , data)",119,133,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"PROCESS_THREAD( uip6_bridge , ev , data){
  PROCESS_BEGIN();

  printf(""Setting up SLIP\n"");

  mac_ethernetSetup();

  slip_arch_init(BAUD2UBR(115200));
  slip_set_input_callback(slip_activity);
  slip_set_tcpip_input_callback(slip_tcpip_input);
  process_start(&slip_process, NULL);

  PROCESS_END();
}
",PROCESS_THREAD,,True,unknown_vul
53,3,15,62,putchar,putchar( int c),136,158,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_i3kefwmx_Flawfinder,"putchar( int c){
#define SLIP_END     0300
  static char debug_frame = 0;

  if(!debug_frame) {		/* Start of debug output */
    slip_arch_writeb(SLIP_END);
    slip_arch_writeb('\r');	/* Type debug line == '\r' */
    debug_frame = 1;
  }

  slip_arch_writeb((char)c);

  /*
   * Line buffered output, a newline marks the end of debug output and
   * implicitly flushes debug output.
   */
  if(c == '\n') {
    slip_arch_writeb(SLIP_END);
    debug_frame = 0;
  }
  return c;
}
",putchar,,True,unknown_vul
54,1,12,50,usage,usage( int result),40,51,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,"usage( int result){
  printf(""Usage: serialdump [-x] [-s[on]] [-i] [-bSPEED] [SERIALDEVICE]\n"");
  printf(""       -x for hexadecimal output\n"");
  printf(""       -i for decimal output\n"");
  printf(""       -s for automatic SLIP mode\n"");
  printf(""       -so for SLIP only mode (all data is SLIP packets)\n"");
  printf(""       -sn to hide SLIP packages\n"");
  printf(""       -T[format] to add time for each text line\n"");
  printf(""         (see man page for strftime() for format description)\n"");
  return result;
}
",usage,,False,benign
55,8,25,164,print_hex_line,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index)",54,79,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index){
  int i;

  printf(""\r%s"", prefix);
  for(i = 0; i < index; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""%02X"", outbuf[i] & 0xFF);
  }
  printf(""  "");
  for(i = index; i < HCOLS; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""  "");
  }
  for(i = 0; i < index; i++) {
    if(outbuf[i] < 30 || outbuf[i] > 126) {
      printf(""."");
    } else {
      printf(""%c"", outbuf[i]);
    }
  }
}
",print_hex_line,,True,unknown_vul
56,8,25,164,print_hex_line,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index)",54,79,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index){
  int i;

  printf(""\r%s"", prefix);
  for(i = 0; i < index; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""%02X"", outbuf[i] & 0xFF);
  }
  printf(""  "");
  for(i = index; i < HCOLS; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""  "");
  }
  for(i = 0; i < index; i++) {
    if(outbuf[i] < 30 || outbuf[i] > 126) {
      printf(""."");
    } else {
      printf(""%c"", outbuf[i]);
    }
  }
}
",print_hex_line,,True,unknown_vul
57,8,25,164,print_hex_line,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index)",54,79,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,"print_hex_line( unsigned char * prefix , unsigned char * outbuf , int index){
  int i;

  printf(""\r%s"", prefix);
  for(i = 0; i < index; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""%02X"", outbuf[i] & 0xFF);
  }
  printf(""  "");
  for(i = index; i < HCOLS; i++) {
    if((i % 4) == 0) {
      printf("" "");
    }
    printf(""  "");
  }
  for(i = 0; i < index; i++) {
    if(outbuf[i] < 30 || outbuf[i] > 126) {
      printf(""."");
    } else {
      printf(""%c"", outbuf[i]);
    }
  }
}
",print_hex_line,,True,unknown_vul
58,59,241,1355,main,"main( int argc , char ** argv)",81,368,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_88m0j1cc_Flawfinder,"main( int argc , char ** argv){
  struct termios options;
  fd_set mask, smask;
  int fd;
  speed_t speed = BAUDRATE;
  char *speedname = BAUDRATE_S;
  char *device = MODEMDEVICE;
  char *timeformat = NULL;
  unsigned char buf[BUFSIZE], outbuf[HCOLS];
  unsigned char mode = MODE_START_TEXT;
  int nfound, flags = 0;
  unsigned char lastc = '\0';

  int index = 1;
  while (index < argc) {
    if (argv[index][0] == '-') {
      switch(argv[index][1]) {
      case 'b':
	/* set speed */
	if (strcmp(&argv[index][2], ""38400"") == 0) {
	  speed = B38400;
	  speedname = ""38400"";
	} else if (strcmp(&argv[index][2], ""19200"") == 0) {
	  speed = B19200;
	  speedname = ""19200"";
	} else if (strcmp(&argv[index][2], ""57600"") == 0) {
	  speed = B57600;
	  speedname = ""57600"";
	} else if (strcmp(&argv[index][2], ""115200"") == 0) {
	  speed = B115200;
	  speedname = ""115200"";
	} else {
	  fprintf(stderr, ""unsupported speed: %s\n"", &argv[index][2]);
	  return usage(1);
	}
	break;
      case 'x':
	mode = MODE_HEX;
	break;
      case 'i':
	mode = MODE_INT;
	break;
      case 's':
	switch(argv[index][2]) {
	case 'n':
	  mode = MODE_SLIP_HIDE;
	  break;
	case 'o':
	  mode = MODE_SLIP;
	  break;
	default:
	  mode = MODE_SLIP_AUTO;
	  break;
	}
	break;
      case 'T':
	if(strlen(&argv[index][2]) == 0) {
	  timeformat = ""%Y-%m-%d %H:%M:%S"";
	} else {
	  timeformat = &argv[index][2];
	}
	mode = MODE_START_DATE;
	break;
      case 'h':
	return usage(0);
      default:
	fprintf(stderr, ""unknown option '%c'\n"", argv[index][1]);
	return usage(1);
      }
      index++;
    } else {
      device = argv[index++];
      if (index < argc) {
	fprintf(stderr, ""too many arguments\n"");
	return usage(1);
      }
    }
  }
  fprintf(stderr, ""connecting to %s (%s)"", device, speedname);

  fd = open(device, O_RDWR | O_NOCTTY | O_NDELAY | O_DIRECT | O_SYNC );
  if (fd <0) {
    fprintf(stderr, ""\n"");
    perror(device);
    exit(-1);
  }
  fprintf(stderr, "" [OK]\n"");

  if (fcntl(fd, F_SETFL, 0) < 0) {
    perror(""could not set fcntl"");
    exit(-1);
  }

  if (tcgetattr(fd, &options) < 0) {
    perror(""could not get options"");
    exit(-1);
  }
/*   fprintf(stderr, ""serial options set\n""); */
  cfsetispeed(&options, speed);
  cfsetospeed(&options, speed);
  /* Enable the receiver and set local mode */
  options.c_cflag |= (CLOCAL | CREAD);
  /* Mask the character size bits and turn off (odd) parity */
  options.c_cflag &= ~(CSIZE|PARENB|PARODD);
  /* Select 8 data bits */
  options.c_cflag |= CS8;

  /* Raw input */
  options.c_lflag &= ~(ICANON | ECHO | ECHOE | ISIG);
  /* Raw output */
  options.c_oflag &= ~OPOST;

  if (tcsetattr(fd, TCSANOW, &options) < 0) {
    perror(""could not set options"");
    exit(-1);
  }

  /* Make read() return immediately */
/*    if (fcntl(fd, F_SETFL, FNDELAY) < 0) { */
/*      perror(""\ncould not set fcntl""); */
/*      exit(-1); */
/*    } */

  FD_ZERO(&mask);
  FD_SET(fd, &mask);
  FD_SET(fileno(stdin), &mask);

  index = 0;
  for (;;) {
    smask = mask;
    nfound = select(FD_SETSIZE, &smask, (fd_set *) 0, (fd_set *) 0,
		    (struct timeval *) 0);
    if(nfound < 0) {
      if (errno == EINTR) {
	fprintf(stderr, ""interrupted system call\n"");
	continue;
      }
      /* something is very wrong! */
      perror(""select"");
      exit(1);
    }

    if(FD_ISSET(fileno(stdin), &smask)) {
      /* data from standard in */
      int n = read(fileno(stdin), buf, sizeof(buf));
      if (n < 0) {
	perror(""could not read"");
	exit(-1);
      } else if (n > 0) {
	/* because commands might need parameters, lines needs to be
	   separated which means the terminating LF must be sent */
/* 	while(n > 0 && buf[n - 1] < 32) { */
/* 	  n--; */
/* 	} */
	if(n > 0) {
	  int i;
	  /*	  fprintf(stderr, ""SEND %d bytes\n"", n);*/
	  /* write slowly */
	  for (i = 0; i < n; i++) {
	    if (write(fd, &buf[i], 1) <= 0) {
	      perror(""write"");
	      exit(1);
	    } else {
	      fflush(NULL);
	      usleep(6000);
	    }
	  }
	}
      } else {
	/* End of input, exit. */
	exit(0);
      }
    }

    if(FD_ISSET(fd, &smask)) {
      int i, j, n = read(fd, buf, sizeof(buf));
      if (n < 0) {
	perror(""could not read"");
	exit(-1);
      }

      for(i = 0; i < n; i++) {
	switch(mode) {
	case MODE_START_TEXT:
	case MODE_TEXT:
	  printf(""%c"", buf[i]);
	  break;
	case MODE_START_DATE: {
	  time_t t;
	  t = time(&t);
	  strftime(outbuf, HCOLS, timeformat, localtime(&t));
	  printf(""%s|"", outbuf);
	  mode = MODE_DATE;
	}
	  /* continue into the MODE_DATE */
	case MODE_DATE:
	  printf(""%c"", buf[i]);
	  if(buf[i] == '\n') {
	    mode = MODE_START_DATE;
	  }
	  break;
	case MODE_INT:
	  printf(""%03d "", buf[i]);
	  if(++index >= ICOLS) {
	    index = 0;
	    printf(""\n"");
	  }
	  break;
	case MODE_HEX:
	  rxbuf[index++] = buf[i];
	  if(index >= HCOLS) {
	    print_hex_line("""", rxbuf, index);
	    index = 0;
	    printf(""\n"");
	  }
	  break;

	case MODE_SLIP_AUTO:
	case MODE_SLIP_HIDE:
	  if(!flags && (buf[i] != SLIP_END)) {
	    /* Not a SLIP packet? */
	    printf(""%c"", buf[i]);
	    break;
	  }
	  /* continue to slip only mode */
	case MODE_SLIP:
	  switch(buf[i]) {
	  case SLIP_ESC:
	    lastc = SLIP_ESC;
	    break;

	  case SLIP_END:
	    if(index > 0) {
	      if(flags != 2 && mode != MODE_SLIP_HIDE) {
		/* not overflowed: show packet */
		print_hex_line(""SLIP: "", rxbuf,
			       index > HCOLS ? HCOLS : index);
		printf(""\n"");
	      }
	      lastc = '\0';
	      index = 0;
	      flags = 0;
	    } else {
	      flags = !flags;
	    }
	    break;

	  default:
	    if(lastc == SLIP_ESC) {
	      lastc = '\0';

	      /* Previous read byte was an escape byte, so this byte will be
		 interpreted differently from others. */
	      switch(buf[i]) {
	      case SLIP_ESC_END:
		buf[i] = SLIP_END;
		break;
	      case SLIP_ESC_ESC:
		buf[i] = SLIP_ESC;
		break;
	      }
	    }

	    rxbuf[index++] = buf[i];
	    if(index >= sizeof(rxbuf)) {
	      fprintf(stderr, ""**** slip overflow\n"");
	      index = 0;
	      flags = 2;
	    }
	    break;
	  }
	  break;
	}
      }

      /* after processing for some output modes */
      if(index > 0) {
	switch(mode) {
	case MODE_HEX:
	  print_hex_line("""", rxbuf, index);
	  break;
	}
      }
      fflush(stdout);
    }
  }
}
",main,,True,"[nan, 'CWE-788', 'CWE-685', 'CWE-119!/CWE-120', 'CWE-126', 'CWE-362', 'CWE-120, CWE-20', 'CWE-676']"
